,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_basement,yard_size
9367,6021502070,2015-05-08,600000.0,2,1.0,1410,4500,1.0,0.0,0.0,3,7,1020,1939,0,98117,47.6883,-122.384,1300,4500,390,3090
9368,2767603608,2014-10-02,405000.0,2,1.5,1170,1274,3.0,0.0,0.0,3,8,1170,2001,0,98107,47.6719,-122.381,1290,1308,0,104
9369,425059103,2014-12-02,625000.0,3,2.5,1860,10027,2.0,0.0,0.0,3,8,1860,1993,0,98033,47.6775,-122.165,1530,9204,0,8167
9371,1931300688,2015-04-29,533000.0,3,3.0,1280,1085,3.0,0.0,0.0,3,8,1280,2004,0,98103,47.6569,-122.346,1300,1310,0,-195
9372,7732650120,2014-07-28,1050000.0,4,2.5,2750,9949,2.0,0.0,0.0,3,10,2750,1999,0,98007,47.6595,-122.147,2750,9860,0,7199
9373,179001425,2014-10-24,230000.0,3,1.75,1420,3000,1.0,0.0,0.0,3,5,710,1931,1,98178,47.4928,-122.274,1960,5000,710,1580
9374,5469300330,2014-09-05,275000.0,4,1.75,2000,8700,1.0,0.0,0.0,5,7,1010,1975,0,98042,47.373999999999995,-122.141,1490,7350,990,6700
9375,3678900110,2014-06-10,403000.0,2,1.0,1100,3598,1.0,0.0,0.0,4,7,1100,1926,0,98144,47.5738,-122.31299999999999,1240,3598,0,2498
9377,4037600115,2014-09-22,415500.0,3,1.5,1240,12400,1.0,0.0,0.0,3,7,1240,1958,0,98007,47.607,-122.132,1640,9600,0,11160
9378,4083302485,2015-04-20,913000.0,3,1.75,2170,4000,1.0,0.0,0.0,4,7,1110,1925,0,98103,47.6546,-122.337,1890,4000,1060,1830
9379,7857000716,2015-03-13,334998.0,2,1.0,1800,5182,1.0,0.0,0.0,3,6,900,1942,0,98108,47.5508,-122.3,1570,5876,900,3382
9380,8857600490,2014-05-09,201500.0,3,1.0,1160,8320,1.0,0.0,0.0,4,7,1160,1959,0,98032,47.3831,-122.288,1480,7800,0,7160
9382,4077800518,2014-06-11,371000.0,3,1.0,890,7200,1.0,0.0,0.0,3,7,890,1951,0,98125,47.71,-122.286,1630,7455,0,6310
9383,2212200100,2014-10-22,229950.0,4,2.5,2150,7670,1.0,0.0,0.0,5,7,1240,1976,0,98031,47.3942,-122.189,1610,7350,910,5520
9384,2212200100,2015-04-22,344900.0,4,2.5,2150,7670,1.0,0.0,0.0,5,7,1240,1976,0,98031,47.3942,-122.189,1610,7350,910,5520
9385,5100403876,2014-08-20,840000.0,3,2.5,2060,9715,2.0,0.0,0.0,3,8,2060,1924,1,98115,47.6961,-122.316,1240,7072,0,7655
9386,821049191,2014-09-16,285000.0,3,1.5,1380,12196,1.0,0.0,0.0,4,7,1380,1967,0,98003,47.3204,-122.322,1600,10720,0,10816
9387,126039599,2015-03-26,475000.0,4,2.25,1800,7200,1.0,0.0,0.0,3,7,1230,1979,0,98177,47.7717,-122.376,2260,7498,570,5400
9388,1218000195,2015-03-03,420000.0,2,1.0,1460,7832,1.0,0.0,0.0,3,6,1460,1924,0,98166,47.4617,-122.346,1460,7632,0,6372
9389,9287800375,2014-10-30,685000.0,3,2.0,2210,5000,1.5,0.0,2.0,3,7,1710,1909,0,98103,47.6754,-122.35700000000001,1920,5000,500,2790
9391,2407000145,2015-01-20,197200.0,3,1.0,1140,8775,1.0,0.0,0.0,3,6,990,1942,0,98146,47.4824,-122.336,1300,8775,150,7635
9392,452001280,2014-07-03,529950.0,3,1.0,1240,5000,1.5,0.0,0.0,5,7,1240,1909,0,98107,47.6755,-122.367,1240,4900,0,3760
9394,4232901120,2014-05-20,792000.0,3,1.5,1570,1050,2.0,0.0,0.0,3,8,1570,1915,0,98109,47.6358,-122.35600000000001,2070,3600,0,-520
9395,4233400490,2014-08-20,262000.0,3,2.5,1680,10300,2.0,0.0,0.0,4,7,1680,1994,0,98010,47.31399999999999,-122.001,1680,9849,0,8620
9396,4302201005,2014-10-07,353900.0,3,1.75,1560,5760,1.0,0.0,0.0,5,6,780,1927,0,98106,47.5272,-122.359,1320,7680,780,4200
9398,5104510120,2015-03-27,305000.0,3,2.5,1690,5175,2.0,0.0,0.0,3,7,1690,2002,0,98038,47.3564,-122.016,1830,5175,0,3485
9399,7857003851,2015-04-20,440000.0,4,2.0,2310,5004,1.0,0.0,0.0,3,7,1430,1994,0,98108,47.5471,-122.29799999999999,1630,5060,880,2694
9400,1257202430,2014-06-17,1010000.0,4,3.5,2650,3060,2.0,0.0,0.0,3,9,2060,2001,0,98103,47.6735,-122.33200000000001,1470,3060,590,410
9401,5104511530,2014-09-19,549900.0,5,3.0,3610,7555,2.0,0.0,0.0,3,8,3610,2003,0,98038,47.3534,-122.012,3610,7979,0,3945
9403,5379804537,2014-08-26,270000.0,3,2.25,1760,8287,1.0,0.0,0.0,3,7,1160,1986,0,98188,47.4501,-122.274,1290,9587,600,6527
9404,3034200410,2015-03-30,430000.0,3,1.0,940,12521,1.5,0.0,0.0,4,7,940,1949,0,98133,47.7169,-122.331,1920,9046,0,11581
9406,7203220410,2014-08-13,790500.0,4,2.75,3350,5416,2.0,0.0,0.0,3,9,3350,2014,0,98053,47.6849,-122.016,3625,5637,0,2066
9407,2426049168,2014-10-17,447450.0,3,2.25,1570,7200,2.0,0.0,0.0,3,8,1570,1991,0,98034,47.7332,-122.23200000000001,1620,7318,0,5630
9408,9828701565,2015-02-09,375000.0,3,2.0,2240,5200,1.0,0.0,0.0,3,7,1630,1954,0,98112,47.6191,-122.296,1470,3775,610,2960
9409,259600620,2015-02-06,565000.0,4,2.0,1950,9940,1.0,0.0,0.0,4,7,1950,1963,0,98008,47.6332,-122.118,1920,9270,0,7990
9410,5312100040,2015-04-23,400000.0,2,1.0,1010,3916,1.0,0.0,2.0,4,6,810,1918,0,98144,47.5728,-122.306,1580,3888,200,2906
9411,1938400040,2015-02-20,246000.0,3,1.5,1630,10200,1.0,0.0,0.0,4,8,1300,1976,0,98023,47.3155,-122.36399999999999,1960,6700,330,8570
9412,6632900405,2014-10-29,329922.0,3,1.75,1420,6289,1.0,0.0,0.0,3,7,1100,1967,0,98155,47.7398,-122.314,1460,7402,320,4869
9414,6411600113,2015-04-20,375000.0,3,1.0,1210,7425,1.0,0.0,0.0,4,6,1210,1910,0,98133,47.7125,-122.33,1260,7425,0,6215
9415,6381500035,2014-05-08,385000.0,3,1.75,1890,9920,1.0,0.0,0.0,3,7,1230,1944,0,98125,47.7327,-122.306,1380,9086,660,8030
9416,7518500985,2014-09-03,591500.0,4,2.5,1690,4080,1.5,0.0,0.0,4,7,1140,1912,0,98117,47.6825,-122.37899999999999,1600,4590,550,2390
9417,5149800040,2014-09-18,255000.0,4,2.0,2560,12155,1.0,0.0,0.0,4,7,1350,1960,0,98003,47.3326,-122.323,1790,11906,1210,9595
9418,3211000930,2015-03-16,275000.0,3,1.5,1350,7800,1.0,0.0,0.0,3,7,1350,1959,0,98059,47.4805,-122.15799999999999,1510,8040,0,6450
9419,1853081250,2014-12-29,800000.0,4,2.75,3120,5000,2.0,0.0,0.0,3,9,3120,2010,0,98074,47.593999999999994,-122.06200000000001,3200,5000,0,1880
9420,6632300040,2015-04-25,327000.0,2,1.0,1140,7435,1.0,0.0,0.0,3,7,1140,1952,1,98125,47.73,-122.31,1320,9385,0,6295
9421,6117501755,2014-12-30,355000.0,4,1.5,2230,11536,1.0,0.0,1.0,4,7,1220,1954,0,98166,47.4409,-122.348,2170,12465,1010,9306
9422,6163900411,2014-10-03,310000.0,2,1.0,1050,8220,1.0,0.0,0.0,4,6,780,1947,0,98155,47.7598,-122.316,1340,7651,270,7170
9424,4058801065,2014-08-08,272000.0,3,2.0,1200,5700,1.0,0.0,0.0,5,7,1200,1942,0,98178,47.5031,-122.242,1190,6384,0,4500
9426,5420800090,2014-11-17,225000.0,3,2.5,1590,8449,2.0,0.0,0.0,3,7,1590,1989,0,98030,47.3493,-122.177,1750,7172,0,6859
9428,9286750100,2014-06-10,375500.0,3,1.5,1530,7200,1.0,0.0,0.0,3,8,1530,1975,0,98155,47.7691,-122.29700000000001,2150,7216,0,5670
9429,2392100090,2015-04-02,550000.0,3,1.75,1570,6500,1.0,0.0,0.0,3,7,920,1948,0,98116,47.565,-122.398,1570,5750,650,4930
9430,4302201085,2014-09-18,248000.0,3,1.0,1470,7680,1.0,0.0,0.0,3,7,1220,1946,0,98106,47.5276,-122.359,1470,6784,250,6210
9431,4302201085,2015-05-06,546940.0,3,1.0,1470,7680,1.0,0.0,0.0,3,7,1220,1946,0,98106,47.5276,-122.359,1470,6784,250,6210
9432,7215730580,2014-09-02,680000.0,4,3.0,3150,6175,2.0,0.0,0.0,3,9,3150,2001,0,98075,47.5968,-122.01700000000001,3150,6986,0,3025
9433,2095500120,2014-07-18,350000.0,4,2.5,2380,6124,2.0,0.0,0.0,3,8,2380,1997,0,98030,47.3662,-122.175,2170,6097,0,3744
9434,136000220,2015-03-25,593000.0,2,2.5,2000,2500,3.0,0.0,1.0,3,8,1810,1994,0,98116,47.5788,-122.396,1970,5650,190,500
9435,3834000720,2015-03-19,390000.0,2,1.0,1140,8147,1.0,0.0,0.0,3,7,1140,1958,0,98125,47.7278,-122.289,1260,8148,0,7007
9437,42000065,2015-03-05,355000.0,2,1.0,1450,9150,1.0,0.0,0.0,4,7,1450,1965,0,98188,47.4689,-122.277,1440,10636,0,7700
9439,2312400230,2014-09-24,257000.0,3,2.25,1810,12000,2.0,0.0,0.0,3,7,1810,1992,0,98003,47.3476,-122.3,1720,9916,0,10190
9441,7518501140,2015-01-13,300000.0,3,2.0,1260,2550,2.0,0.0,0.0,3,7,1260,1987,0,98117,47.6821,-122.37799999999999,1590,3825,0,1290
9442,9126100815,2014-12-17,500000.0,3,2.0,1560,1156,3.0,0.0,0.0,3,8,1560,2014,0,98122,47.605,-122.304,1560,1728,0,-404
9444,7215730040,2014-05-15,695000.0,4,3.0,3150,9130,2.0,0.0,0.0,3,9,3150,2001,0,98075,47.5974,-122.01700000000001,2970,6228,0,5980
9445,8155760040,2014-12-18,213400.0,4,2.5,1680,6655,2.0,0.0,0.0,3,7,1680,2001,0,98030,47.3867,-122.191,1680,6982,0,4975
9446,1376800220,2014-07-09,425000.0,2,1.0,1320,8830,1.0,0.0,0.0,3,7,1020,1939,0,98199,47.6433,-122.404,1620,8531,300,7510
9448,7010701016,2015-02-09,411000.0,1,1.0,1080,5000,1.5,0.0,0.0,3,7,1080,1948,0,98199,47.6603,-122.39399999999999,1620,4000,0,3920
9451,7347600210,2015-04-24,258000.0,4,1.0,1220,8500,1.5,0.0,0.0,5,6,1220,1916,0,98168,47.4792,-122.277,1460,8500,0,7280
9452,3630030180,2015-02-24,499000.0,3,2.25,1780,3665,2.0,0.0,0.0,3,8,1780,2004,0,98029,47.5495,-121.99700000000001,1770,3669,0,1885
9453,9353300820,2015-05-11,310000.0,3,1.0,1250,10723,1.0,0.0,0.0,4,7,1250,1961,0,98059,47.4894,-122.135,1520,10723,0,9473
9454,4310702876,2014-11-03,398500.0,2,2.5,1780,1311,3.0,0.0,0.0,3,8,1350,2005,0,98103,47.6962,-122.34,1390,1227,430,-469
9455,5647900120,2014-06-13,250600.0,4,2.5,1930,8660,1.0,0.0,0.0,3,7,1120,1981,0,98001,47.3261,-122.26,1830,9591,810,6730
9456,4123800580,2014-08-12,352000.0,4,2.5,2470,6116,1.0,0.0,0.0,3,7,1420,1985,0,98038,47.3792,-122.04700000000001,1670,7627,1050,3646
9457,6169901006,2014-07-15,600000.0,2,1.0,1180,2160,1.0,0.0,1.0,3,7,940,1909,0,98119,47.6313,-122.368,2700,5400,240,980
9458,3735901080,2015-03-24,645000.0,3,1.0,2270,4182,1.0,0.0,0.0,4,7,1170,1946,0,98115,47.688,-122.32,1860,4080,1100,1912
9459,5104520620,2014-07-24,291500.0,4,2.5,1770,5000,2.0,0.0,0.0,3,7,1770,2004,0,98038,47.3503,-122.005,2080,5100,0,3230
9460,2422049107,2014-05-08,350000.0,4,1.75,2250,13515,1.0,0.0,0.0,4,8,2150,1940,0,98030,47.3789,-122.229,2150,12508,100,11265
9461,3260700360,2014-09-19,279000.0,3,2.5,1540,7280,1.0,0.0,0.0,3,7,1080,1974,0,98003,47.3102,-122.322,1220,6440,460,5740
9462,1862400057,2015-03-04,320000.0,2,1.0,820,5400,1.0,0.0,0.0,3,6,820,1940,0,98117,47.6976,-122.375,1370,5632,0,4580
9463,8682262720,2015-03-10,495000.0,2,2.0,1580,5203,1.0,0.0,0.0,3,8,1580,2004,0,98053,47.7174,-122.03200000000001,1560,4770,0,3623
9465,7986400360,2014-07-17,770000.0,5,1.5,2160,5000,1.5,0.0,2.0,4,8,2160,1926,0,98107,47.6645,-122.36,1450,4265,0,2840
9468,3822200164,2014-08-19,423500.0,3,2.25,1890,7498,1.0,0.0,0.0,3,7,1190,1987,0,98125,47.73,-122.29700000000001,1660,8100,700,5608
9469,1931300665,2014-10-09,850000.0,3,3.0,1910,4800,1.5,0.0,0.0,3,9,1910,1900,0,98103,47.6572,-122.346,1280,1310,0,2890
9470,1443500385,2014-05-13,155000.0,2,1.0,910,6232,1.0,0.0,0.0,3,6,910,1943,0,98118,47.5328,-122.272,1070,6232,0,5322
9471,259600410,2015-04-13,505000.0,3,2.25,1460,7210,1.0,0.0,0.0,3,7,1460,1963,0,98008,47.6316,-122.119,1850,7519,0,5750
9472,3630120880,2015-02-27,780000.0,3,3.5,3310,5558,2.0,0.0,0.0,3,9,3310,2005,0,98029,47.5553,-122.00299999999999,3310,5270,0,2248
9474,6821100015,2014-08-28,707000.0,2,2.5,2130,5001,1.0,0.0,0.0,5,8,1330,1972,0,98199,47.6573,-122.399,1750,6000,800,2871
9475,2267000458,2015-05-01,497000.0,3,2.5,1220,1475,3.0,0.0,0.0,3,8,1220,2000,0,98117,47.6909,-122.395,1220,1546,0,255
9476,2976800115,2014-11-05,349170.0,4,1.75,1670,8856,1.0,0.0,2.0,3,7,1070,1955,0,98178,47.5056,-122.251,1660,8088,600,7186
9477,7436600090,2015-01-02,287000.0,4,1.5,1300,10050,1.5,0.0,0.0,3,7,1300,1963,0,98059,47.4899,-122.116,1730,10050,0,8750
9479,3296000110,2014-06-02,645000.0,4,2.5,2430,14400,1.0,0.0,0.0,5,8,1670,1963,0,98007,47.6202,-122.13799999999999,2140,9048,760,11970
9480,5054800110,2014-10-16,238000.0,5,2.25,2240,9652,2.0,0.0,0.0,3,7,2240,1990,0,98055,47.4249,-122.211,2180,11644,0,7412
9481,5054800110,2015-02-13,328000.0,5,2.25,2240,9652,2.0,0.0,0.0,3,7,2240,1990,0,98055,47.4249,-122.211,2180,11644,0,7412
9482,7443000652,2014-11-03,365000.0,2,1.5,790,1123,2.0,0.0,0.0,3,8,700,2003,0,98119,47.651,-122.368,1370,1281,90,333
9483,3995700220,2015-03-17,380000.0,3,1.0,1380,8147,1.0,0.0,0.0,4,7,1380,1948,0,98155,47.7407,-122.3,1360,8147,0,6767
9484,4191400090,2015-03-10,525000.0,4,1.5,1680,10500,2.0,0.0,0.0,3,7,1680,1962,0,98033,47.6806,-122.166,1830,10264,0,8820
9485,7518505070,2014-06-25,402000.0,4,2.25,2000,3672,2.0,0.0,0.0,5,7,1650,1926,0,98117,47.6769,-122.383,2000,5100,350,1672
9486,9144300110,2015-04-24,308000.0,2,1.0,1680,9250,1.0,0.0,0.0,3,7,860,1969,0,98072,47.7618,-122.162,1590,9542,820,7570
9487,7853301930,2014-10-09,405000.0,3,2.5,1960,6997,2.0,0.0,0.0,3,7,1960,2006,0,98065,47.5415,-121.887,2320,5178,0,5037
9489,7203100730,2015-02-10,875000.0,4,3.5,3790,6874,2.5,0.0,0.0,3,9,3790,2010,0,98053,47.6956,-122.022,3370,6535,0,3084
9491,2071500011,2014-08-11,367500.0,4,2.25,1930,7925,1.0,0.0,0.0,3,8,1300,1960,0,98155,47.7626,-122.31200000000001,1930,7200,630,5995
9492,5423600100,2014-08-05,604000.0,6,3.5,2580,13572,1.0,0.0,0.0,3,8,1290,1987,0,98052,47.6796,-122.113,2020,11656,1290,10992
9494,2126049154,2014-12-17,435000.0,4,2.75,2160,8148,1.0,0.0,0.0,3,7,1410,1978,0,98125,47.7261,-122.306,2060,8100,750,5988
9495,1864700300,2014-10-10,347500.0,4,2.5,1970,7098,2.0,0.0,0.0,3,7,1970,2007,0,98038,47.3576,-122.05799999999999,1970,5361,0,5128
9499,7227501765,2015-03-23,265000.0,4,1.75,1430,5490,1.0,0.0,0.0,5,6,1430,1942,0,98056,47.494,-122.184,1030,5900,0,4060
9502,5412400180,2015-04-17,267500.0,3,2.5,1400,7629,1.0,0.0,0.0,3,7,1120,1988,0,98030,47.3788,-122.179,1530,7688,280,6229
9504,4037500110,2014-05-06,404000.0,4,1.75,1840,10720,1.0,0.0,0.0,3,7,960,1958,0,98008,47.6074,-122.125,1840,9044,880,8880
9505,1843100540,2015-04-29,380000.0,3,2.25,2530,12042,2.0,0.0,0.0,3,8,2530,1989,0,98042,47.3742,-122.125,2480,10172,0,9512
9506,7856620210,2014-08-08,812500.0,4,2.75,2810,10300,1.0,0.0,0.0,4,9,1810,1978,0,98006,47.5626,-122.149,2710,9900,1000,7490
9507,425200145,2014-07-03,265000.0,3,1.0,1020,8610,1.0,0.0,0.0,5,7,1020,1959,0,98056,47.4974,-122.169,1070,5940,0,7590
9508,6073300750,2014-07-09,480000.0,5,2.75,2550,7725,1.0,0.0,0.0,5,8,1390,1967,0,98056,47.5388,-122.171,2450,7725,1160,5175
9509,6450301220,2014-09-16,264000.0,1,1.0,710,4725,1.0,0.0,0.0,3,6,710,1939,0,98133,47.7328,-122.34,900,5250,0,4015
9511,7200001254,2014-07-09,550000.0,4,1.75,2150,9000,1.0,0.0,0.0,4,7,1110,1966,0,98052,47.6812,-122.113,2040,9000,1040,6850
9512,9828201745,2015-05-04,615000.0,2,1.5,880,2400,1.5,0.0,0.0,3,7,880,1929,0,98122,47.6144,-122.295,1220,4440,0,1520
9515,8663200450,2014-07-15,490000.0,4,2.25,2800,10800,1.0,0.0,0.0,3,8,1680,1977,0,98011,47.7448,-122.177,2260,9800,1120,8000
9516,1310960220,2014-06-26,280927.0,4,2.25,2070,7350,2.0,0.0,0.0,4,8,2070,1977,0,98032,47.3615,-122.274,2080,7210,0,5280
9517,396100110,2014-05-16,282613.0,2,1.0,830,6017,1.0,0.0,0.0,4,6,830,1954,0,98133,47.7466,-122.334,1340,6040,0,5187
9518,7785350490,2014-10-23,675000.0,3,2.25,2770,15886,2.0,0.0,0.0,3,10,2770,1982,0,98177,47.7464,-122.36200000000001,3290,15886,0,13116
9519,1795900210,2014-05-18,575550.0,4,2.5,2060,7475,1.0,0.0,0.0,3,8,1440,1985,0,98052,47.7272,-122.105,2280,8396,620,5415
9520,1796370730,2014-05-20,259900.0,3,2.0,1490,7770,1.0,0.0,0.0,4,7,1490,1990,0,98042,47.3686,-122.09,1540,7366,0,6280
9521,7787100210,2014-12-09,450000.0,4,2.25,2120,8267,2.0,0.0,0.0,3,8,2120,1996,0,98045,47.4885,-121.779,2150,7746,0,6147
9522,1137450120,2014-07-29,487500.0,4,2.5,2810,6296,2.0,0.0,0.0,3,9,2810,2013,0,98059,47.5019,-122.15100000000001,2850,6140,0,3486
9524,6699000610,2014-08-11,305000.0,3,2.5,2460,5027,2.0,0.0,0.0,3,8,2460,2002,0,98042,47.372,-122.102,2740,5000,0,2567
9526,2620069077,2015-04-22,215000.0,3,1.0,880,7648,1.0,0.0,2.0,4,6,880,1940,0,98022,47.1963,-121.99700000000001,1020,7566,0,6768
9527,3083000910,2014-07-08,410000.0,3,2.0,1320,6000,1.5,0.0,0.0,4,7,1320,1920,0,98144,47.5752,-122.304,1620,4000,0,4680
9528,192600100,2014-06-26,440000.0,4,2.5,2160,7826,1.0,0.0,0.0,4,7,1390,1976,0,98155,47.7754,-122.27600000000001,2190,9900,770,5666
9530,6140100150,2014-11-25,500000.0,4,2.0,2280,7200,1.0,0.0,0.0,4,7,2280,1956,0,98133,47.7132,-122.355,1100,7620,0,4920
9531,9550203690,2014-11-20,961000.0,5,2.75,2590,6120,2.0,0.0,0.0,3,8,2590,1909,0,98105,47.6667,-122.32700000000001,1390,3060,0,3530
9532,5423010180,2014-07-24,825000.0,4,2.25,2770,9340,2.0,0.0,0.0,4,9,2770,1979,0,98027,47.5628,-122.081,3010,9340,0,6570
9533,2919200665,2014-11-03,734000.0,3,1.75,2145,3840,1.5,0.0,0.0,5,8,2145,1910,0,98103,47.6875,-122.35700000000001,1140,3840,0,1695
9535,3601200017,2014-07-02,175000.0,4,2.5,1780,6000,2.0,0.0,0.0,3,7,1780,1991,0,98198,47.3828,-122.302,1630,6000,0,4220
9536,2658000115,2014-06-18,190000.0,1,1.0,720,4800,1.0,0.0,0.0,3,6,720,1914,0,98118,47.5303,-122.27,1240,4860,0,4080
9537,7349400610,2014-08-12,305000.0,4,2.25,2050,12581,2.0,0.0,0.0,4,7,2050,1978,0,98002,47.3215,-122.204,1620,7400,0,10531
9539,1105000015,2014-06-09,417000.0,2,1.0,920,6600,1.0,0.0,0.0,3,6,920,1919,1,98118,47.5452,-122.27,1510,5944,0,5680
9540,2919201385,2014-11-13,275000.0,2,1.0,680,4190,1.0,0.0,0.0,2,5,680,1906,0,98103,47.6901,-122.35799999999999,1070,4175,0,3510
9541,7202470100,2014-12-10,661000.0,3,2.5,1940,8196,2.0,0.0,0.0,3,8,1940,1991,0,98052,47.6786,-122.15100000000001,2070,8514,0,6256
9542,2832100910,2014-07-08,435000.0,4,2.75,2230,9640,1.0,0.0,0.0,3,8,1320,1998,0,98125,47.7269,-122.325,2100,9600,910,7410
9543,4100000040,2014-10-23,788000.0,5,2.25,2910,9454,1.0,0.0,1.0,3,8,1910,1972,0,98005,47.5871,-122.17299999999999,2400,10690,1000,6544
9545,2589300180,2014-06-30,408000.0,5,3.25,2820,6589,1.5,0.0,0.0,3,7,2320,1906,1,98118,47.5357,-122.273,1560,5647,500,3769
9546,357000025,2014-10-20,570000.0,2,1.0,1790,3760,1.5,0.0,0.0,4,8,1490,1912,0,98144,47.5926,-122.29299999999999,1458,3760,300,1970
9548,2487700065,2014-05-05,400000.0,2,1.0,840,5510,1.0,0.0,0.0,3,7,840,1955,0,98136,47.5247,-122.391,1630,5510,0,4670
9549,8732040820,2014-10-17,247000.0,3,1.75,1820,8740,1.0,0.0,0.0,4,8,1820,1987,0,98023,47.3074,-122.385,2210,8320,0,6920
9550,1160000300,2015-03-04,453000.0,3,1.75,1550,7200,1.0,0.0,0.0,3,7,1100,1949,0,98125,47.7071,-122.314,1560,7440,450,5650
9551,3904100035,2014-05-08,235000.0,2,1.0,1270,3008,1.0,0.0,0.0,4,6,650,1923,0,98118,47.5351,-122.279,1270,1514,620,1738
9552,5288200230,2015-04-21,675000.0,4,1.75,2460,5750,1.5,0.0,3.0,5,7,1620,1919,0,98126,47.5601,-122.37799999999999,1760,4830,840,3290
9553,3331500820,2014-06-10,516200.0,3,2.0,2110,5150,1.0,0.0,0.0,5,6,1080,1919,0,98118,47.5521,-122.271,1170,5107,1030,3040
9555,5595900355,2014-12-16,257100.0,3,1.5,1500,10227,1.0,0.0,0.0,4,7,1000,1945,0,98022,47.2043,-121.99600000000001,1490,7670,500,8727
9556,8682290360,2015-03-30,457000.0,2,2.0,1440,9985,1.0,0.0,0.0,3,8,1440,2006,0,98053,47.7217,-122.03,1510,4560,0,8545
9557,5200100115,2014-11-17,540000.0,3,1.75,1610,3478,1.5,0.0,0.0,4,7,1060,1929,0,98117,47.6774,-122.37200000000001,1610,3478,550,1868
9558,1310700210,2014-06-03,268000.0,3,1.75,1970,10270,1.0,0.0,0.0,4,8,1970,1966,0,98032,47.3619,-122.285,1970,8400,0,8300
9559,3298500690,2014-07-08,300000.0,3,1.0,1150,7314,1.0,0.0,0.0,3,7,1150,1960,0,98008,47.6246,-122.113,1350,7350,0,6164
9563,5589300205,2014-08-05,274000.0,5,1.0,1680,9383,1.0,0.0,0.0,3,7,1400,1929,0,98155,47.7523,-122.311,1680,9458,280,7703
9565,1787600165,2014-06-23,396500.0,3,1.75,2390,7149,1.0,0.0,0.0,3,8,1350,1955,0,98125,47.7244,-122.32600000000001,1710,7402,1040,4759
9566,405100165,2014-11-19,460000.0,2,1.5,1820,7800,1.0,0.0,0.0,4,7,1240,1956,0,98133,47.7513,-122.35700000000001,1400,7800,580,5980
9567,223049087,2014-06-16,277000.0,3,1.0,1100,8536,1.0,0.0,0.0,4,7,1100,1957,0,98118,47.5162,-122.26100000000001,1570,8040,0,7436
9568,2742100085,2014-11-04,449500.0,6,4.0,2280,5275,1.0,0.0,0.0,3,7,1270,1998,0,98108,47.5556,-122.294,1760,6642,1010,2995
9569,3204300625,2014-09-03,785950.0,4,3.0,2530,4560,1.5,0.0,0.0,3,7,1540,1925,1,98112,47.6287,-122.3,1640,4560,990,2030
9570,6619910230,2014-06-16,545000.0,3,2.5,1940,9775,1.0,0.0,2.0,3,8,1440,1975,0,98034,47.7142,-122.22200000000001,2830,9775,500,7835
9571,3275310220,2014-12-22,244000.0,3,2.0,1360,9688,1.0,0.0,0.0,4,7,1360,1983,0,98003,47.2574,-122.31,1390,9685,0,8328
9572,5466310730,2014-08-22,165000.0,3,2.5,1660,2415,2.0,0.0,0.0,3,7,1660,1983,0,98042,47.3763,-122.148,1740,2624,0,755
9573,2767704055,2014-06-09,435000.0,2,1.0,800,5000,1.0,0.0,0.0,3,7,800,1906,0,98107,47.6751,-122.37200000000001,1410,5000,0,4200
9574,7504100110,2014-05-30,642000.0,3,2.5,2670,10082,1.0,0.0,0.0,3,10,2670,1987,0,98074,47.6359,-122.045,2740,10854,0,7412
9575,9320990110,2015-04-09,340000.0,3,2.5,1720,4120,2.0,0.0,0.0,3,7,1720,1999,0,98148,47.4319,-122.32799999999999,1720,5544,0,2400
9577,1186000150,2015-01-23,563250.0,3,1.75,1370,2800,1.0,0.0,0.0,5,7,800,1982,0,98122,47.6157,-122.291,2270,3773,570,1430
9579,464001115,2014-05-12,620000.0,3,1.5,1620,6630,1.0,0.0,0.0,3,8,1280,1954,0,98117,47.6948,-122.39399999999999,1880,5100,340,5010
9580,886000015,2014-12-10,275000.0,2,2.0,1290,9041,1.0,0.0,0.0,3,7,950,1956,0,98108,47.5346,-122.291,1290,5000,340,7751
9581,3578600062,2014-05-12,270000.0,3,1.0,1830,8209,1.0,0.0,0.0,3,7,1830,1942,0,98028,47.7439,-122.228,2150,12000,0,6379
9582,1402950450,2015-04-15,325000.0,4,2.5,2040,5472,2.0,0.0,0.0,3,8,2040,2003,0,98092,47.3337,-122.189,2420,5782,0,3432
9583,3629970620,2014-10-03,476100.0,4,2.5,1850,1836,2.0,0.0,0.0,3,7,1600,2005,0,98029,47.5529,-121.99600000000001,1770,2236,250,-14
9584,3537900180,2014-10-20,700000.0,2,1.0,1300,12000,1.0,0.0,0.0,4,8,1300,1959,0,98004,47.6366,-122.229,2420,15000,0,10700
9585,8651442510,2014-09-26,220000.0,4,2.0,1620,5200,1.5,0.0,0.0,4,7,1620,1978,0,98042,47.3629,-122.09100000000001,1500,5200,0,3580
9586,114700150,2014-11-14,236000.0,3,1.75,1560,10919,1.0,0.0,0.0,3,7,1560,1975,0,98023,47.2917,-122.366,1730,10919,0,9359
9587,472000620,2014-05-02,790000.0,3,2.5,2600,4750,1.0,0.0,0.0,4,9,1700,1951,0,98117,47.6833,-122.4,2380,4750,900,2150
9588,5491200210,2014-08-20,350000.0,3,1.0,2010,6000,1.0,0.0,0.0,3,7,1210,1967,0,98108,47.5515,-122.29799999999999,2460,6000,800,3990
